,Player,Pos,Age,Tm,G,GS,MP,PTS,TS%,FTM,FTA,FT%,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,OREB,OREB%,DREB,DREB%,TREB,TREB%,AST,AST%,STL,STL%,BLK,BLK%,TOV,TOV%,USG%,OFFWS,DEFWS,WS,WS/48,BPM,VORP,eFG%,PF
0,Alex Abrines\abrinal01,SG,24,OKC,75,8,1134,353,0.5670000000000001,39,46,0.848,115,291,0.395,84,221,0.38,31,70,0.44299999999999995,26,2.5,88,8.9,114,5.6,28,3.4,38,1.7,8,0.6,25,7.4,12.7,1.3,1.0,2.2,0.094,-2.2,-0.1,0.54,124
1,Quincy Acy\acyqu01,PF,27,BRK,70,8,1359,411,0.525,49,60,0.8170000000000001,130,365,0.35600000000000004,102,292,0.349,28,73,0.384,40,3.1,217,17.0,257,10.0,57,6.0,33,1.2,29,1.6,60,13.3,14.4,-0.1,1.1,1.0,0.036000000000000004,-2.2,-0.1,0.496,149
2,Steven Adams\adamsst01,C,24,OKC,76,76,2487,1056,0.63,160,286,0.5589999999999999,448,712,0.629,0,2,0.0,448,710,0.631,384,16.6,301,13.9,685,15.3,88,5.5,92,1.8,78,2.8,128,13.2,16.7,6.7,3.0,9.7,0.187,3.3,3.3,0.629,215
3,Bam Adebayo\adebaba01,C,20,MIA,69,19,1368,477,0.57,129,179,0.721,174,340,0.512,0,7,0.0,174,333,0.523,118,9.7,263,21.6,381,15.6,101,11.0,32,1.2,41,2.5,66,13.6,15.9,2.3,1.9,4.2,0.14800000000000002,0.2,0.8,0.512,138
4,Arron Afflalo\afflaar01,SG,32,ORL,53,3,682,179,0.516,22,26,0.846,65,162,0.401,27,70,0.386,38,92,0.413,4,0.6,62,10.1,66,5.3,30,6.2,4,0.3,9,1.1,21,10.8,12.5,-0.1,0.2,0.1,0.009000000000000001,-5.8,-0.7,0.485,56
5,Cole Aldrich\aldrico01,C,29,MIN,21,0,49,12,0.34,2,6,0.33299999999999996,5,15,0.33299999999999996,0,0,,5,15,0.33299999999999996,3,7.0,12,28.6,15,17.7,3,8.2,2,2.0,1,1.8,1,5.4,16.8,-0.1,0.1,0.0,-0.013000000000000001,-6.9,-0.1,0.33299999999999996,11
6,LaMarcus Aldridge\aldrila01,C,32,SAS,75,75,2509,1735,0.57,334,399,0.8370000000000001,687,1347,0.51,27,92,0.293,660,1255,0.526,246,10.8,389,17.3,635,14.0,152,11.3,43,0.9,90,3.0,111,6.8,29.1,7.4,3.5,10.9,0.209,3.3,3.3,0.52,161
7,Jarrett Allen\allenja01,C,19,BRK,72,31,1441,587,0.636,114,147,0.7759999999999999,234,397,0.589,5,15,0.33299999999999996,229,382,0.599,144,10.5,244,18.2,388,14.3,49,5.4,28,0.9,88,4.6,82,15.1,16.3,2.7,1.5,4.2,0.141,0.2,0.8,0.596,147
8,Kadeem Allen\allenka01,PG,25,BOS,18,1,107,19,0.366,7,9,0.778,6,22,0.273,0,11,0.0,6,11,0.545,4,4.1,7,7.1,11,5.6,12,15.2,3,1.4,2,1.6,9,25.7,14.6,-0.2,0.1,-0.1,-0.039,-6.4,-0.1,0.273,15
9,Tony Allen\allento01,SF,36,NOP,22,0,273,103,0.514,11,21,0.524,44,91,0.484,4,12,0.33299999999999996,40,79,0.506,20,8.2,27,10.4,47,9.3,9,4.6,11,1.9,3,0.9,19,15.9,18.9,-0.2,0.2,0.1,0.017,-5.2,-0.2,0.505,49
10,Al-Farouq Aminu\aminual01,PF,27,POR,69,67,2072,644,0.522,59,80,0.738,230,582,0.395,125,339,0.369,105,243,0.43200000000000005,97,5.2,428,22.3,525,13.8,84,5.8,79,1.9,40,1.6,79,11.3,14.8,0.9,3.2,4.2,0.09699999999999999,1.1,1.6,0.503,136
11,Justin Anderson\anderju01,SF,24,PHI,38,0,519,236,0.54,28,38,0.737,87,202,0.431,34,103,0.33,53,99,0.535,25,5.4,68,13.6,93,9.6,25,7.1,15,1.4,7,1.1,16,6.8,19.3,0.6,0.7,1.2,0.115,-2.0,0.0,0.515,54
12,Kyle Anderson\anderky01,SF,24,SAS,74,67,1978,585,0.5820000000000001,104,146,0.7120000000000001,231,438,0.527,19,57,0.33299999999999996,212,381,0.556,84,4.7,312,17.6,396,11.1,202,14.7,115,2.9,60,2.5,94,15.8,13.5,2.4,3.8,6.2,0.151,4.1,3.0,0.5489999999999999,114
13,Ryan Anderson\anderry01,PF,29,HOU,66,50,1725,617,0.5920000000000001,72,93,0.774,207,480,0.431,131,339,0.386,76,141,0.539,94,6.2,237,15.4,331,10.8,60,5.1,24,0.7,21,1.0,42,7.5,14.4,3.1,1.7,4.8,0.132,0.2,1.0,0.568,126
14,Ike Anigbogu\anigbik01,C,19,IND,11,0,30,13,0.5579999999999999,5,6,0.833,4,9,0.444,0,0,,4,9,0.444,5,19.0,4,15.0,9,16.9,0,0.0,1,1.7,3,8.9,2,14.7,20.3,0.1,0.0,0.1,0.165,-5.4,0.0,0.444,1
15,Giannis Antetokounmpo\antetgi01,PF,23,MIL,75,75,2756,2014,0.598,487,641,0.76,742,1402,0.529,43,140,0.307,699,1262,0.5539999999999999,156,6.7,597,25.3,753,16.0,361,23.7,109,2.0,106,3.3,223,11.7,31.2,8.3,3.6,11.9,0.207,5.8,5.4,0.545,231
16,Carmelo Anthony\anthoca01,PF,33,OKC,78,78,2501,1261,0.503,148,193,0.767,472,1168,0.40399999999999997,169,474,0.35700000000000004,303,694,0.43700000000000006,67,2.9,386,17.7,453,10.0,103,6.5,47,0.9,49,1.8,99,7.3,23.2,1.2,2.5,3.7,0.071,-3.8,-1.1,0.47600000000000003,197
17,OG Anunoby\anunoog01,SF,20,TOR,74,62,1481,438,0.5870000000000001,39,62,0.629,163,346,0.47100000000000003,73,197,0.371,90,149,0.604,44,3.4,140,10.4,184,7.0,55,5.0,52,1.7,14,0.8,45,10.8,12.4,1.4,1.6,3.0,0.098,0.6,1.0,0.5770000000000001,130
18,Ryan Arcidiacono\arcidry01,PG,23,CHI,24,0,304,48,0.55,5,6,0.833,17,41,0.415,9,31,0.29,8,10,0.8,1,0.3,24,8.8,25,4.4,35,15.5,13,2.1,0,0.0,13,23.0,8.1,0.1,0.2,0.3,0.04,-4.1,-0.2,0.524,18
19,Trevor Ariza\arizatr01,SF,32,HOU,67,67,2269,782,0.5670000000000001,76,89,0.8540000000000001,268,651,0.41200000000000003,170,462,0.368,98,189,0.519,33,1.7,261,12.9,294,7.3,105,6.8,98,2.1,13,0.5,52,7.0,14.4,2.6,2.8,5.3,0.113,1.5,2.0,0.542,132
20,Darrell Arthur\arthuda01,PF,29,DEN,19,1,141,54,0.5589999999999999,2,3,0.667,22,47,0.46799999999999997,8,23,0.348,14,24,0.583,3,2.4,12,9.5,15,6.0,9,9.3,8,2.8,3,1.8,15,23.7,19.5,-0.2,0.1,0.0,-0.011000000000000001,-4.5,-0.1,0.5529999999999999,22
21,Jamel Artis\artisja01,SG,25,ORL,15,1,279,77,0.457,7,12,0.583,31,79,0.392,8,29,0.276,23,50,0.46,4,1.6,34,13.5,38,7.5,18,9.3,2,0.4,3,0.9,8,8.7,14.5,-0.1,0.1,0.0,-0.006,-5.9,-0.3,0.44299999999999995,11
22,Omer Asik\asikom01,C,31,TOT,18,0,182,22,0.397,4,13,0.308,9,22,0.409,0,0,,9,22,0.409,9,5.5,38,22.2,47,14.0,3,2.1,2,0.5,4,1.9,9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-8.1,-0.3,0.409,20
23,Omer Asik\asikom01,C,31,TOT,18,0,182,18,0.397,4,12,0.33299999999999996,7,16,0.43799999999999994,0,0,,7,16,0.43799999999999994,7,5.5,30,22.2,37,14.0,2,2.1,1,0.5,2,1.9,5,24.5,8.7,-0.2,0.2,-0.1,-0.021,-8.1,-0.3,0.43799999999999994,14
24,Omer Asik\asikom01,C,31,TOT,18,0,182,4,0.397,0,1,0.0,2,6,0.33299999999999996,0,0,,2,6,0.33299999999999996,2,5.5,8,22.2,10,14.0,1,2.1,1,0.5,2,1.9,4,24.5,8.7,-0.2,0.2,-0.1,-0.021,-8.1,-0.3,0.33299999999999996,6
25,Omer Asik\asikom01,C,31,NOP,14,0,121,22,0.423,4,13,0.308,9,22,0.409,0,0,,9,22,0.409,9,6.5,38,26.0,47,16.6,3,2.0,2,0.4,4,1.3,9,19.0,9.4,-0.1,0.1,0.0,0.008,-8.1,-0.2,0.409,20
26,Omer Asik\asikom01,C,31,NOP,14,0,121,18,0.423,4,12,0.33299999999999996,7,16,0.43799999999999994,0,0,,7,16,0.43799999999999994,7,6.5,30,26.0,37,16.6,2,2.0,1,0.4,2,1.3,5,19.0,9.4,-0.1,0.1,0.0,0.008,-8.1,-0.2,0.43799999999999994,14
27,Omer Asik\asikom01,C,31,NOP,14,0,121,4,0.423,0,1,0.0,2,6,0.33299999999999996,0,0,,2,6,0.33299999999999996,2,6.5,8,26.0,10,16.6,1,2.0,1,0.4,2,1.3,4,19.0,9.4,-0.1,0.1,0.0,0.008,-8.1,-0.2,0.33299999999999996,6
28,Omer Asik\asikom01,C,31,CHI,4,0,61,22,0.311,4,13,0.308,9,22,0.409,0,0,,9,22,0.409,9,3.4,38,14.6,47,8.8,3,2.1,2,0.8,4,2.9,9,38.3,7.4,-0.1,0.0,-0.1,-0.077,-8.0,-0.1,0.409,20
29,Omer Asik\asikom01,C,31,CHI,4,0,61,18,0.311,4,12,0.33299999999999996,7,16,0.43799999999999994,0,0,,7,16,0.43799999999999994,7,3.4,30,14.6,37,8.8,2,2.1,1,0.8,2,2.9,5,38.3,7.4,-0.1,0.0,-0.1,-0.077,-8.0,-0.1,0.43799999999999994,14
30,Omer Asik\asikom01,C,31,CHI,4,0,61,4,0.311,0,1,0.0,2,6,0.33299999999999996,0,0,,2,6,0.33299999999999996,2,3.4,8,14.6,10,8.8,1,2.1,1,0.8,2,2.9,4,38.3,7.4,-0.1,0.0,-0.1,-0.077,-8.0,-0.1,0.33299999999999996,6
31,D.J. Augustin\augusdj01,PG,30,ORL,75,36,1760,766,0.615,164,189,0.868,244,540,0.452,114,272,0.419,130,268,0.485,30,1.9,130,8.2,160,5.0,287,24.4,54,1.5,0,0.0,123,16.5,18.6,3.3,0.8,4.1,0.11,-0.9,0.5,0.557,94
32,Luke Babbitt\babbilu01,SF,28,TOT,50,14,715,259,0.5760000000000001,17,22,0.773,91,215,0.423,60,156,0.385,31,59,0.525,7,1.1,89,13.9,96,7.5,31,6.5,8,0.5,7,0.8,19,7.8,15.0,0.5,0.4,0.9,0.06,-3.2,-0.2,0.563,54
33,Luke Babbitt\babbilu01,SF,28,TOT,50,9,715,226,0.5760000000000001,17,22,0.773,80,168,0.47600000000000003,49,111,0.441,31,57,0.544,5,1.1,76,13.9,81,7.5,26,6.5,7,0.5,5,0.8,15,7.8,15.0,0.5,0.4,0.9,0.06,-3.2,-0.2,0.622,47
34,Luke Babbitt\babbilu01,SF,28,TOT,50,5,715,33,0.5760000000000001,0,0,,11,47,0.23399999999999999,11,45,0.244,0,2,0.0,2,1.1,13,13.9,15,7.5,5,6.5,1,0.5,2,0.8,4,7.8,15.0,0.5,0.4,0.9,0.06,-3.2,-0.2,0.35100000000000003,7
35,Luke Babbitt\babbilu01,SF,28,ATL,37,14,570,259,0.636,17,22,0.773,91,215,0.423,60,156,0.385,31,59,0.525,7,1.0,89,14.9,96,7.9,31,7.0,8,0.6,7,0.8,19,7.8,14.8,0.9,0.3,1.1,0.094,-2.0,0.0,0.563,54
36,Luke Babbitt\babbilu01,SF,28,ATL,37,9,570,226,0.636,17,22,0.773,80,168,0.47600000000000003,49,111,0.441,31,57,0.544,5,1.0,76,14.9,81,7.9,26,7.0,7,0.6,5,0.8,15,7.8,14.8,0.9,0.3,1.1,0.094,-2.0,0.0,0.622,47
37,Luke Babbitt\babbilu01,SF,28,ATL,37,5,570,33,0.636,0,0,,11,47,0.23399999999999999,11,45,0.244,0,2,0.0,2,1.0,13,14.9,15,7.9,5,7.0,1,0.6,2,0.8,4,7.8,14.8,0.9,0.3,1.1,0.094,-2.0,0.0,0.35100000000000003,7
38,Luke Babbitt\babbilu01,SF,28,MIA,13,14,145,259,0.35100000000000003,17,22,0.773,91,215,0.423,60,156,0.385,31,59,0.525,7,1.5,89,10.1,96,5.8,31,4.8,8,0.3,7,1.2,19,7.8,15.8,-0.3,0.1,-0.2,-0.073,-7.9,-0.2,0.563,54
39,Luke Babbitt\babbilu01,SF,28,MIA,13,9,145,226,0.35100000000000003,17,22,0.773,80,168,0.47600000000000003,49,111,0.441,31,57,0.544,5,1.5,76,10.1,81,5.8,26,4.8,7,0.3,5,1.2,15,7.8,15.8,-0.3,0.1,-0.2,-0.073,-7.9,-0.2,0.622,47
40,Luke Babbitt\babbilu01,SF,28,MIA,13,5,145,33,0.35100000000000003,0,0,,11,47,0.23399999999999999,11,45,0.244,0,2,0.0,2,1.5,13,10.1,15,5.8,5,4.8,1,0.3,2,1.2,4,7.8,15.8,-0.3,0.1,-0.2,-0.073,-7.9,-0.2,0.35100000000000003,7
41,Dwayne Bacon\bacondw01,SG,22,CHO,53,6,713,175,0.431,20,25,0.8,72,192,0.375,11,43,0.256,61,149,0.409,4,0.6,120,18.5,124,9.4,38,7.5,16,1.1,2,0.2,23,10.2,13.7,-0.7,0.6,-0.1,-0.006999999999999999,-5.7,-0.7,0.40399999999999997,46
42,Ron Baker\bakerro01,SG,24,NYK,29,1,385,71,0.504,20,26,0.769,20,59,0.33899999999999997,11,33,0.33299999999999996,9,26,0.34600000000000003,5,1.4,25,7.2,30,4.3,47,15.5,26,3.3,6,1.3,18,20.4,10.0,0.1,0.4,0.5,0.059000000000000004,-1.0,0.1,0.43200000000000005,33
43,Wade Baldwin\baldwwa01,PG,21,POR,7,0,80,38,0.748,6,10,0.6,14,21,0.667,4,5,0.8,10,16,0.625,1,1.4,7,9.5,8,5.5,5,9.8,2,1.2,1,1.0,4,13.6,16.1,0.2,0.1,0.3,0.187,0.0,0.0,0.762,12
44,Lonzo Ball\balllo01,PG,20,LAL,52,50,1780,528,0.444,32,71,0.451,203,564,0.36,90,295,0.305,113,269,0.42,69,4.2,291,17.3,360,10.8,376,29.2,88,2.4,43,2.0,136,18.6,17.4,-0.5,2.5,2.0,0.053,1.7,1.7,0.44,117
45,J.J. Barea\bareajo01,PG,33,DAL,69,10,1603,801,0.545,80,102,0.784,303,690,0.439,115,313,0.36700000000000005,188,377,0.499,15,1.0,186,13.4,201,7.0,434,45.1,35,1.1,3,0.2,143,16.3,24.9,2.3,1.0,3.3,0.098,0.1,0.8,0.522,83
46,Harrison Barnes\barneha02,PF,25,DAL,77,77,2634,1452,0.539,259,313,0.8270000000000001,537,1208,0.445,119,333,0.35700000000000004,418,875,0.478,77,3.1,391,17.1,468,9.9,152,9.9,49,0.9,14,0.5,118,8.1,25.2,2.0,1.9,3.8,0.07,-2.1,-0.1,0.494,94
47,Will Barton\bartowi01,SG,27,DEN,81,40,2683,1268,0.562,182,226,0.805,465,1028,0.452,156,422,0.37,309,606,0.51,70,3.0,339,14.2,409,8.6,331,18.5,82,1.5,52,1.6,149,11.7,20.7,4.4,1.8,6.2,0.111,1.0,2.0,0.528,168
48,Nicolas Batum\batumni01,SG,29,CHO,64,64,1981,740,0.523,108,130,0.831,270,650,0.415,92,274,0.336,178,376,0.473,57,3.1,249,13.8,306,8.4,349,26.2,65,1.6,23,1.0,131,15.6,18.3,1.7,1.8,3.5,0.084,1.4,1.7,0.486,72
49,Jerryd Bayless\bayleje01,SG,29,PHI,39,11,925,307,0.546,35,44,0.795,109,262,0.41600000000000004,54,146,0.37,55,116,0.474,15,1.8,65,7.3,80,4.7,54,8.0,23,1.2,6,0.5,46,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,0.519,91
50,Aron Baynes\baynear01,C,31,BOS,81,67,1485,482,0.502,59,78,0.7559999999999999,210,446,0.47100000000000003,3,21,0.14300000000000002,207,425,0.48700000000000004,130,9.7,304,22.1,434,16.0,93,9.6,22,0.7,51,2.9,80,14.3,16.8,0.5,2.5,3.0,0.09699999999999999,-1.7,0.1,0.474,200
51,Kent Bazemore\bazemke01,SG,28,ATL,65,65,1789,836,0.547,160,201,0.7959999999999999,284,676,0.42,108,274,0.39399999999999996,176,402,0.43799999999999994,25,1.6,223,13.9,248,7.7,228,20.1,100,2.7,45,2.2,157,17.0,22.5,0.2,2.0,2.2,0.059000000000000004,0.4,1.1,0.5,147
52,Bradley Beal\bealbr01,SG,24,WAS,82,82,2977,1857,0.564,292,369,0.7909999999999999,683,1484,0.46,199,530,0.375,484,954,0.507,61,2.3,302,11.5,363,6.9,373,21.0,96,1.6,36,1.1,214,11.5,27.6,4.4,2.5,6.9,0.11199999999999999,1.7,2.7,0.527,160
53,Malik Beasley\beaslma01,SG,21,DEN,62,0,583,196,0.509,22,33,0.667,73,178,0.41,28,82,0.341,45,96,0.469,14,2.7,57,11.0,71,6.9,31,7.4,15,1.3,7,1.0,24,11.1,16.2,0.1,0.3,0.3,0.027999999999999997,-5.1,-0.5,0.489,36
54,Michael Beasley\beaslmi01,PF,29,NYK,74,30,1653,976,0.556,124,159,0.78,409,807,0.507,34,86,0.395,375,721,0.52,97,6.5,317,21.2,414,13.9,123,12.5,36,1.1,43,2.3,143,14.0,26.9,0.9,1.5,2.4,0.069,-1.5,0.2,0.528,145
55,Marco Belinelli\belinma01,SG,31,TOT,80,2,1947,971,0.581,148,163,0.9079999999999999,337,764,0.441,149,395,0.377,188,369,0.509,20,1.1,131,7.3,151,4.2,148,11.9,66,1.6,12,0.5,94,10.1,20.7,2.4,1.3,3.7,0.092,-1.3,0.3,0.539,91
56,Marco Belinelli\belinma01,SG,31,TOT,80,1,1947,591,0.581,101,109,0.927,199,485,0.41,92,247,0.37200000000000005,107,238,0.45,14,1.1,86,7.3,100,4.2,103,11.9,46,1.6,3,0.5,54,10.1,20.7,2.4,1.3,3.7,0.092,-1.3,0.3,0.505,41
57,Marco Belinelli\belinma01,SG,31,TOT,80,1,1947,380,0.581,47,54,0.87,138,279,0.495,57,148,0.385,81,131,0.618,6,1.1,45,7.3,51,4.2,45,11.9,20,1.6,9,0.5,40,10.1,20.7,2.4,1.3,3.7,0.092,-1.3,0.3,0.597,50
58,Marco Belinelli\belinma01,SG,31,ATL,52,2,1210,971,0.5539999999999999,148,163,0.9079999999999999,337,764,0.441,149,395,0.377,188,369,0.509,20,1.2,131,7.9,151,4.6,148,13.5,66,1.9,12,0.2,94,9.2,21.2,1.3,0.6,1.9,0.075,-1.7,0.1,0.539,91
59,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,591,0.5539999999999999,101,109,0.927,199,485,0.41,92,247,0.37200000000000005,107,238,0.45,14,1.2,86,7.9,100,4.6,103,13.5,46,1.9,3,0.2,54,9.2,21.2,1.3,0.6,1.9,0.075,-1.7,0.1,0.505,41
60,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,380,0.5539999999999999,47,54,0.87,138,279,0.495,57,148,0.385,81,131,0.618,6,1.2,45,7.9,51,4.6,45,13.5,20,1.9,9,0.2,40,9.2,21.2,1.3,0.6,1.9,0.075,-1.7,0.1,0.597,50
61,Marco Belinelli\belinma01,SG,31,PHI,28,2,737,971,0.628,148,163,0.9079999999999999,337,764,0.441,149,395,0.377,188,369,0.509,20,0.9,131,6.3,151,3.7,148,9.3,66,1.3,12,1.0,94,11.7,19.8,1.1,0.7,1.8,0.11900000000000001,-0.8,0.2,0.539,91
62,Marco Belinelli\belinma01,SG,31,PHI,28,1,737,591,0.628,101,109,0.927,199,485,0.41,92,247,0.37200000000000005,107,238,0.45,14,0.9,86,6.3,100,3.7,103,9.3,46,1.3,3,1.0,54,11.7,19.8,1.1,0.7,1.8,0.11900000000000001,-0.8,0.2,0.505,41
63,Marco Belinelli\belinma01,SG,31,PHI,28,1,737,380,0.628,47,54,0.87,138,279,0.495,57,148,0.385,81,131,0.618,6,0.9,45,6.3,51,3.7,45,9.3,20,1.3,9,1.0,40,11.7,19.8,1.1,0.7,1.8,0.11900000000000001,-0.8,0.2,0.597,50
64,Jordan Bell\belljo01,C,23,GSW,57,13,809,262,0.6409999999999999,30,44,0.682,116,185,0.627,0,4,0.0,116,181,0.6409999999999999,60,8.9,147,19.0,207,14.3,102,16.9,35,2.1,56,5.5,51,20.0,13.9,1.6,1.4,2.9,0.174,3.7,1.2,0.627,92
65,DeAndre' Bembry\bembrde01,SF,23,ATL,26,3,455,136,0.47700000000000004,19,33,0.5760000000000001,53,128,0.414,11,30,0.36700000000000005,42,98,0.429,8,2.0,64,15.7,72,8.8,49,15.9,21,2.3,12,2.3,47,24.8,18.2,-0.9,0.5,-0.4,-0.04,-4.4,-0.3,0.457,38
66,Dragan Bender\bendedr01,PF,20,PHO,82,37,2069,531,0.524,39,51,0.765,187,484,0.386,118,322,0.366,69,162,0.426,40,2.0,321,16.8,361,9.3,130,8.9,22,0.5,53,2.1,112,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,-0.4,0.508,166
67,Davis Bertans\bertada01,PF,25,SAS,77,10,1086,456,0.588,40,49,0.816,161,366,0.44,94,252,0.373,67,114,0.588,18,1.8,135,13.9,153,7.8,74,10.3,26,1.2,28,2.1,36,8.5,17.4,1.6,1.4,3.1,0.135,1.0,0.8,0.568,93
68,Patrick Beverley\beverpa01,SG,29,LAC,11,11,334,134,0.53,14,17,0.8240000000000001,48,119,0.40299999999999997,24,60,0.4,24,59,0.40700000000000003,16,5.3,29,9.4,45,7.4,32,13.8,19,2.6,5,1.3,25,16.5,19.6,0.1,0.3,0.4,0.054000000000000006,0.6,0.2,0.504,34
69,Khem Birch\birchkh01,C,25,ORL,42,0,578,178,0.5820000000000001,42,61,0.6890000000000001,68,126,0.54,0,0,,68,126,0.54,70,13.2,110,21.1,180,17.1,34,8.5,15,1.3,21,2.9,21,12.1,13.2,1.2,0.6,1.8,0.15,0.3,0.3,0.54,56
70,Jabari Bird\birdja01,SG,23,BOS,13,1,115,39,0.615,6,13,0.462,15,26,0.5770000000000001,3,7,0.429,12,19,0.632,6,5.8,13,12.2,19,9.0,8,10.5,3,1.3,1,0.7,8,20.1,15.4,0.1,0.2,0.2,0.098,-2.1,0.0,0.635,7
71,Bismack Biyombo\biyombi01,C,25,ORL,82,25,1495,468,0.556,102,157,0.65,183,352,0.52,0,1,0.0,183,351,0.521,144,10.5,324,24.0,468,17.2,66,6.5,21,0.7,95,5.1,84,16.6,14.9,1.1,1.8,2.9,0.094,-1.6,0.2,0.52,158
72,Nemanja Bjelica\bjeline01,PF,29,MIN,67,21,1371,454,0.581,36,45,0.8,171,371,0.461,76,183,0.415,95,188,0.505,53,4.4,221,18.8,274,11.5,86,8.7,50,1.8,16,1.0,52,11.7,14.3,1.7,1.1,2.8,0.09699999999999999,0.5,0.9,0.563,141
73,Tarik Black\blackta01,C,26,HOU,51,2,536,180,0.5820000000000001,29,63,0.46,75,127,0.591,1,11,0.091,74,116,0.638,63,13.4,100,20.9,163,17.1,13,3.7,21,1.9,30,4.8,35,18.4,15.6,0.5,1.0,1.5,0.136,-1.0,0.1,0.594,107
74,Antonio Blakeney\blakean01,SG,21,CHI,19,0,314,151,0.47100000000000003,30,39,0.769,53,143,0.371,15,52,0.28800000000000003,38,91,0.418,4,1.3,29,10.3,33,5.6,20,10.1,7,1.1,1,0.3,11,6.4,23.7,-0.2,0.1,0.0,-0.006,-6.8,-0.4,0.423,19
75,Eric Bledsoe\bledser01,PG,28,TOT,74,74,2322,1313,0.5820000000000001,252,317,0.795,468,989,0.473,125,360,0.34700000000000003,343,629,0.545,51,2.6,233,11.7,284,7.1,370,25.7,149,3.2,42,1.5,216,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.1,2.4,0.536,185
76,Eric Bledsoe\bledser01,PG,28,TOT,74,3,2322,47,0.5820000000000001,11,14,0.7859999999999999,16,40,0.4,4,13,0.308,12,27,0.444,3,2.6,4,11.7,7,7.1,9,25.7,4,3.2,2,1.5,10,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.1,2.4,0.45,6
77,Eric Bledsoe\bledser01,PG,28,TOT,74,71,2322,1266,0.5820000000000001,241,303,0.795,452,949,0.47600000000000003,121,347,0.349,331,602,0.55,48,2.6,229,11.7,277,7.1,361,25.7,145,3.2,40,1.5,206,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.1,2.4,0.54,179
78,Eric Bledsoe\bledser01,PG,28,PHO,3,74,83,1313,0.509,252,317,0.795,468,989,0.473,125,360,0.34700000000000003,343,629,0.545,51,3.8,233,5.2,284,4.5,370,17.9,149,2.3,42,1.9,216,17.8,28.7,-0.1,0.0,0.0,-0.027999999999999997,-4.9,-0.1,0.536,185
79,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,47,0.509,11,14,0.7859999999999999,16,40,0.4,4,13,0.308,12,27,0.444,3,3.8,4,5.2,7,4.5,9,17.9,4,2.3,2,1.9,10,17.8,28.7,-0.1,0.0,0.0,-0.027999999999999997,-4.9,-0.1,0.45,6
80,Eric Bledsoe\bledser01,PG,28,PHO,3,71,83,1266,0.509,241,303,0.795,452,949,0.47600000000000003,121,347,0.349,331,602,0.55,48,3.8,229,5.2,277,4.5,361,17.9,145,2.3,40,1.9,206,17.8,28.7,-0.1,0.0,0.0,-0.027999999999999997,-4.9,-0.1,0.54,179
81,Eric Bledsoe\bledser01,PG,28,MIL,71,74,2239,1313,0.585,252,317,0.795,468,989,0.473,125,360,0.34700000000000003,343,629,0.545,51,2.5,233,11.9,284,7.2,370,26.0,149,3.2,42,1.5,216,16.0,26.0,3.2,2.4,5.7,0.121,2.4,2.5,0.536,185
82,Eric Bledsoe\bledser01,PG,28,MIL,71,3,2239,47,0.585,11,14,0.7859999999999999,16,40,0.4,4,13,0.308,12,27,0.444,3,2.5,4,11.9,7,7.2,9,26.0,4,3.2,2,1.5,10,16.0,26.0,3.2,2.4,5.7,0.121,2.4,2.5,0.45,6
83,Eric Bledsoe\bledser01,PG,28,MIL,71,71,2239,1266,0.585,241,303,0.795,452,949,0.47600000000000003,121,347,0.349,331,602,0.55,48,2.5,229,11.9,277,7.2,361,26.0,145,3.2,40,1.5,206,16.0,26.0,3.2,2.4,5.7,0.121,2.4,2.5,0.54,179
84,Vander Blue\blueva01,SG,25,LAL,5,0,45,3,0.255,1,2,0.5,1,5,0.2,0,2,0.0,1,3,0.33299999999999996,0,0.0,1,2.3,1,1.2,3,8.2,1,1.1,0,0.0,3,33.8,8.4,-0.1,0.0,-0.1,-0.10300000000000001,-10.0,-0.1,0.2,2
85,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,78,53,2175,917,0.556,100,119,0.84,344,772,0.446,129,329,0.392,215,443,0.485,31,1.6,192,10.5,223,5.8,258,18.3,72,1.7,16,0.7,125,13.2,19.6,1.8,1.1,2.9,0.064,-1.0,0.6,0.529,172
86,Bojan Bogdanovic\bogdabo02,SF,28,IND,80,80,2464,1141,0.605,178,205,0.868,404,852,0.474,155,386,0.402,249,466,0.534,30,1.4,240,10.9,270,6.2,119,7.1,55,1.1,8,0.3,106,10.1,19.0,3.8,1.6,5.4,0.105,-0.7,0.8,0.565,129
87,Andrew Bogut\bogutan01,C,33,LAL,23,5,216,36,0.696,2,2,1.0,17,25,0.68,0,0,,17,25,0.68,26,12.9,52,25.4,78,19.2,15,9.1,4,0.9,13,4.9,19,42.3,8.8,0.1,0.3,0.4,0.094,0.0,0.1,0.68,40
