,Player,Pos,Age,Tm,G,GS,MP,PTS,TS%,FTM,FTA,FT%,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,OREB,OREB%,DREB,DREB%,TREB,TREB%,AST,AST%,STL,STL%,BLK,BLK%,TOV,TOV%,USG%,OFFWS,DEFWS,WS,WS/48,BPM,VORP,eFG%,PF
88,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,38,9,0.521,3,6,0.5,3,6,0.5,0,1,0.0,3,5,0.6,6,18.6,4,12.3,10,15.4,0,0.0,2,2.6,0,0.0,2,18.8,12.6,0.0,0.0,0.1,0.079,-7.7,-0.1,0.5,3
89,Devin Booker\bookede01,SG,21,PHO,54,54,1865,1346,0.561,289,329,0.878,455,1054,0.43200000000000005,147,384,0.38299999999999995,308,670,0.46,26,1.5,218,12.7,244,7.0,253,24.4,47,1.2,14,0.6,194,13.9,31.7,1.9,0.6,2.4,0.063,0.4,1.2,0.501,168
90,Trevor Booker\booketr01,PF,30,TOT,68,7,1158,428,0.557,66,93,0.71,177,343,0.516,8,33,0.242,169,310,0.545,117,11.1,201,18.6,318,14.9,82,10.8,28,1.2,21,1.5,59,13.3,16.6,1.6,1.3,2.9,0.121,-0.5,0.4,0.528,119
91,Trevor Booker\booketr01,PF,30,TOT,68,6,1158,181,0.557,24,43,0.5579999999999999,77,150,0.513,3,12,0.25,74,138,0.536,38,11.1,81,18.6,119,14.9,38,10.8,8,1.2,5,1.5,30,13.3,16.6,1.6,1.3,2.9,0.121,-0.5,0.4,0.523,43
92,Trevor Booker\booketr01,PF,30,TOT,68,0,1158,156,0.557,32,39,0.821,61,109,0.56,2,7,0.28600000000000003,59,102,0.578,47,11.1,75,18.6,122,14.9,27,10.8,16,1.2,11,1.5,20,13.3,16.6,1.6,1.3,2.9,0.121,-0.5,0.4,0.569,50
93,Trevor Booker\booketr01,PF,30,TOT,68,1,1158,91,0.557,10,11,0.909,39,84,0.46399999999999997,3,14,0.214,36,70,0.514,32,11.1,45,18.6,77,14.9,17,10.8,4,1.2,5,1.5,9,13.3,16.6,1.6,1.3,2.9,0.121,-0.5,0.4,0.48200000000000004,26
94,Trevor Booker\booketr01,PF,30,BRK,18,7,395,428,0.536,66,93,0.71,177,343,0.516,8,33,0.242,169,310,0.545,117,10.1,201,22.0,318,16.0,82,16.2,28,1.0,21,0.9,59,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.5,0.1,0.528,119
95,Trevor Booker\booketr01,PF,30,BRK,18,6,395,181,0.536,24,43,0.5579999999999999,77,150,0.513,3,12,0.25,74,138,0.536,38,10.1,81,22.0,119,16.0,38,16.2,8,1.0,5,0.9,30,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.5,0.1,0.523,43
96,Trevor Booker\booketr01,PF,30,BRK,18,0,395,156,0.536,32,39,0.821,61,109,0.56,2,7,0.28600000000000003,59,102,0.578,47,10.1,75,22.0,122,16.0,27,16.2,16,1.0,11,0.9,20,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.5,0.1,0.569,50
97,Trevor Booker\booketr01,PF,30,BRK,18,1,395,91,0.536,10,11,0.909,39,84,0.46399999999999997,3,14,0.214,36,70,0.514,32,10.1,45,22.0,77,16.0,17,16.2,4,1.0,5,0.9,9,15.1,21.8,0.3,0.3,0.6,0.07200000000000001,-1.5,0.1,0.48200000000000004,26
98,Trevor Booker\booketr01,PF,30,PHI,33,7,494,428,0.618,66,93,0.71,177,343,0.516,8,33,0.242,169,310,0.545,117,10.7,201,15.7,318,13.3,82,7.6,28,1.6,21,1.9,59,13.7,12.6,1.0,0.7,1.7,0.163,0.7,0.3,0.528,119
99,Trevor Booker\booketr01,PF,30,PHI,33,6,494,181,0.618,24,43,0.5579999999999999,77,150,0.513,3,12,0.25,74,138,0.536,38,10.7,81,15.7,119,13.3,38,7.6,8,1.6,5,1.9,30,13.7,12.6,1.0,0.7,1.7,0.163,0.7,0.3,0.523,43
100,Trevor Booker\booketr01,PF,30,PHI,33,0,494,156,0.618,32,39,0.821,61,109,0.56,2,7,0.28600000000000003,59,102,0.578,47,10.7,75,15.7,122,13.3,27,7.6,16,1.6,11,1.9,20,13.7,12.6,1.0,0.7,1.7,0.163,0.7,0.3,0.569,50
101,Trevor Booker\booketr01,PF,30,PHI,33,1,494,91,0.618,10,11,0.909,39,84,0.46399999999999997,3,14,0.214,36,70,0.514,32,10.7,45,15.7,77,13.3,17,7.6,4,1.6,5,1.9,9,13.7,12.6,1.0,0.7,1.7,0.163,0.7,0.3,0.48200000000000004,26
102,Trevor Booker\booketr01,PF,30,IND,17,7,269,428,0.512,66,93,0.71,177,343,0.516,8,33,0.242,169,310,0.545,117,13.5,201,18.8,318,16.2,82,9.0,28,0.7,21,1.6,59,9.2,16.2,0.4,0.3,0.7,0.11800000000000001,-1.3,0.0,0.528,119
103,Trevor Booker\booketr01,PF,30,IND,17,6,269,181,0.512,24,43,0.5579999999999999,77,150,0.513,3,12,0.25,74,138,0.536,38,13.5,81,18.8,119,16.2,38,9.0,8,0.7,5,1.6,30,9.2,16.2,0.4,0.3,0.7,0.11800000000000001,-1.3,0.0,0.523,43
104,Trevor Booker\booketr01,PF,30,IND,17,0,269,156,0.512,32,39,0.821,61,109,0.56,2,7,0.28600000000000003,59,102,0.578,47,13.5,75,18.8,122,16.2,27,9.0,16,0.7,11,1.6,20,9.2,16.2,0.4,0.3,0.7,0.11800000000000001,-1.3,0.0,0.569,50
105,Trevor Booker\booketr01,PF,30,IND,17,1,269,91,0.512,10,11,0.909,39,84,0.46399999999999997,3,14,0.214,36,70,0.514,32,13.5,45,18.8,77,16.2,17,9.0,4,0.7,5,1.6,9,9.2,16.2,0.4,0.3,0.7,0.11800000000000001,-1.3,0.0,0.48200000000000004,26
106,Chris Boucher\bouchch01,PF,25,GSW,1,0,1,0,0.0,0,0,,0,1,0.0,0,1,0.0,0,0,,0,0.0,1,100.0,1,55.9,0,0.0,0,0.0,0,0.0,0,0.0,43.9,0.0,0.0,0.0,-0.899,-59.0,0.0,0.0,0
107,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,656,0.496,63,82,0.768,259,625,0.414,75,203,0.369,184,422,0.436,22,1.7,94,7.3,116,4.5,94,10.4,51,1.8,8,0.5,101,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-4.2,-0.8,0.474,92
108,Avery Bradley\bradlav01,SG,27,TOT,46,40,1433,601,0.496,61,80,0.763,233,570,0.409,74,194,0.381,159,376,0.423,19,1.7,75,7.3,94,4.5,83,10.4,46,1.8,7,0.5,93,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-4.2,-0.8,0.474,80
109,Avery Bradley\bradlav01,SG,27,TOT,46,6,1433,55,0.496,2,2,1.0,26,55,0.473,1,9,0.111,25,46,0.5429999999999999,3,1.7,19,7.3,22,4.5,11,10.4,5,1.8,1,0.5,8,13.3,23.5,-1.4,1.2,-0.2,-0.006999999999999999,-4.2,-0.8,0.48200000000000004,12
110,Avery Bradley\bradlav01,SG,27,DET,40,46,1268,656,0.49700000000000005,63,82,0.768,259,625,0.414,75,203,0.369,184,422,0.436,22,1.6,94,6.7,116,4.1,94,10.5,51,1.8,8,0.5,101,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-4.2,-0.7,0.474,92
111,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,601,0.49700000000000005,61,80,0.763,233,570,0.409,74,194,0.381,159,376,0.423,19,1.6,75,6.7,94,4.1,83,10.5,46,1.8,7,0.5,93,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-4.2,-0.7,0.474,80
112,Avery Bradley\bradlav01,SG,27,DET,40,6,1268,55,0.49700000000000005,2,2,1.0,26,55,0.473,1,9,0.111,25,46,0.5429999999999999,3,1.6,19,6.7,22,4.1,11,10.5,5,1.8,1,0.5,8,13.3,24.4,-1.4,1.1,-0.2,-0.009000000000000001,-4.2,-0.7,0.48200000000000004,12
113,Avery Bradley\bradlav01,SG,27,LAC,6,46,165,656,0.49200000000000005,63,82,0.768,259,625,0.414,75,203,0.369,184,422,0.436,22,2.0,94,12.5,116,7.3,94,9.8,51,1.5,8,0.5,101,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-4.2,-0.1,0.474,92
114,Avery Bradley\bradlav01,SG,27,LAC,6,40,165,601,0.49200000000000005,61,80,0.763,233,570,0.409,74,194,0.381,159,376,0.423,19,2.0,75,12.5,94,7.3,83,9.8,46,1.5,7,0.5,93,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-4.2,-0.1,0.474,80
115,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,55,0.49200000000000005,2,2,1.0,26,55,0.473,1,9,0.111,25,46,0.5429999999999999,3,2.0,19,12.5,22,7.3,11,9.8,5,1.5,1,0.5,8,12.5,16.7,-0.1,0.1,0.0,0.009000000000000001,-4.2,-0.1,0.48200000000000004,12
116,Tony Bradley\bradlto01,C,20,UTA,9,0,29,8,0.337,2,2,1.0,3,11,0.273,0,1,0.0,3,10,0.3,4,15.8,7,27.1,11,21.5,1,5.0,0,0.0,0,0.0,0,0.0,18.4,0.0,0.0,0.0,0.033,-9.6,-0.1,0.273,1
117,Corey Brewer\breweco01,SF-SG,31,TOT,72,18,1208,380,0.534,65,90,0.722,142,316,0.449,31,110,0.282,111,206,0.539,43,3.8,111,10.0,154,6.9,65,7.5,79,3.2,14,1.0,49,12.1,14.3,0.7,1.6,2.3,0.091,-0.6,0.4,0.498,139
118,Corey Brewer\breweco01,SF-SG,31,TOT,72,2,1208,198,0.534,34,51,0.667,78,172,0.45299999999999996,8,43,0.18600000000000003,70,129,0.5429999999999999,23,3.8,70,10.0,93,6.9,41,7.5,41,3.2,8,1.0,38,12.1,14.3,0.7,1.6,2.3,0.091,-0.6,0.4,0.47700000000000004,83
119,Corey Brewer\breweco01,SF-SG,31,TOT,72,16,1208,182,0.534,31,39,0.795,64,144,0.444,23,67,0.34299999999999997,41,77,0.532,20,3.8,41,10.0,61,6.9,24,7.5,38,3.2,6,1.0,11,12.1,14.3,0.7,1.6,2.3,0.091,-0.6,0.4,0.524,56
120,Corey Brewer\breweco01,SF,31,LAL,54,18,694,380,0.509,65,90,0.722,142,316,0.449,31,110,0.282,111,206,0.539,43,3.6,111,10.7,154,7.1,65,8.1,79,2.8,14,0.9,49,16.3,14.2,-0.2,0.9,0.7,0.048,-2.7,-0.1,0.498,139
121,Corey Brewer\breweco01,SF,31,LAL,54,2,694,198,0.509,34,51,0.667,78,172,0.45299999999999996,8,43,0.18600000000000003,70,129,0.5429999999999999,23,3.6,70,10.7,93,7.1,41,8.1,41,2.8,8,0.9,38,16.3,14.2,-0.2,0.9,0.7,0.048,-2.7,-0.1,0.47700000000000004,83
122,Corey Brewer\breweco01,SF,31,LAL,54,16,694,182,0.509,31,39,0.795,64,144,0.444,23,67,0.34299999999999997,41,77,0.532,20,3.6,41,10.7,61,7.1,24,8.1,38,2.8,6,0.9,11,16.3,14.2,-0.2,0.9,0.7,0.048,-2.7,-0.1,0.524,56
123,Corey Brewer\breweco01,SG,31,OKC,18,18,514,380,0.565,65,90,0.722,142,316,0.449,31,110,0.282,111,206,0.539,43,4.2,111,9.2,154,6.6,65,6.7,79,3.7,14,1.1,49,6.4,14.4,0.9,0.7,1.6,0.15,2.1,0.5,0.498,139
124,Corey Brewer\breweco01,SG,31,OKC,18,2,514,198,0.565,34,51,0.667,78,172,0.45299999999999996,8,43,0.18600000000000003,70,129,0.5429999999999999,23,4.2,70,9.2,93,6.6,41,6.7,41,3.7,8,1.1,38,6.4,14.4,0.9,0.7,1.6,0.15,2.1,0.5,0.47700000000000004,83
125,Corey Brewer\breweco01,SG,31,OKC,18,16,514,182,0.565,31,39,0.795,64,144,0.444,23,67,0.34299999999999997,41,77,0.532,20,4.2,41,9.2,61,6.6,24,6.7,38,3.7,6,1.1,11,6.4,14.4,0.9,0.7,1.6,0.15,2.1,0.5,0.524,56
126,Malcolm Brogdon\brogdma01,PG,25,MIL,48,20,1436,625,0.578,75,85,0.882,244,503,0.485,62,161,0.385,182,342,0.532,23,1.9,133,10.8,156,6.4,152,16.3,41,1.4,13,0.8,66,10.9,19.1,2.0,0.7,2.7,0.091,-1.3,0.2,0.547,128
127,Aaron Brooks\brookaa01,PG,33,MIN,32,1,189,75,0.508,8,11,0.727,28,69,0.406,11,31,0.355,17,38,0.447,7,4.2,10,6.2,17,5.2,20,15.1,6,1.6,0,0.0,11,13.0,19.9,0.1,0.1,0.1,0.033,-4.3,-0.1,0.486,28
128,Dillon Brooks\brookdi01,SF,22,MEM,82,74,2350,898,0.531,124,166,0.747,340,772,0.44,94,264,0.35600000000000004,246,508,0.484,49,2.4,208,10.5,257,6.3,135,9.3,73,1.6,17,0.7,124,12.8,18.5,0.1,1.1,1.2,0.024,-3.1,-0.7,0.501,233
129,MarShon Brooks\brookma01,SG,29,MEM,7,1,193,141,0.629,20,23,0.87,51,102,0.5,19,32,0.594,32,70,0.457,8,4.7,13,8.0,21,6.3,25,25.9,11,2.9,3,1.5,16,12.5,29.8,0.6,0.2,0.7,0.179,4.1,0.3,0.593,6
130,Anthony Brown\brownan02,SF,25,MIN,1,0,4,3,1.5,0,0,,1,1,1.0,1,1,1.0,0,0,,0,0.0,0,0.0,0,0.0,1,41.7,0,0.0,0,0.0,0,0.0,11.1,0.0,0.0,0.0,0.5710000000000001,2.1,0.0,1.5,0
131,Bobby Brown\brownbo02,PG,33,HOU,20,0,115,50,0.425,1,2,0.5,19,58,0.32799999999999996,11,40,0.275,8,18,0.444,0,0.0,7,6.8,7,3.4,11,15.0,4,1.7,0,0.0,9,13.3,26.1,-0.3,0.1,-0.2,-0.08,-9.3,-0.2,0.42200000000000004,6
132,Jaylen Brown\brownja02,SG,21,BOS,70,70,2152,1017,0.562,150,233,0.644,373,803,0.465,121,306,0.395,252,497,0.507,66,3.4,280,14.0,346,8.8,114,8.5,70,1.6,26,1.0,124,12.0,21.4,1.2,3.2,4.5,0.1,-0.2,1.0,0.54,181
133,Lorenzo Brown\brownlo01,PG,27,TOR,14,0,139,32,0.45899999999999996,2,2,1.0,14,34,0.41200000000000003,2,12,0.16699999999999998,12,22,0.545,1,0.8,14,11.1,15,6.0,13,12.4,5,1.8,0,0.0,3,7.9,11.9,0.0,0.1,0.2,0.06,-3.0,0.0,0.441,7
134,Markel Brown\brownma02,SG,26,HOU,4,0,31,5,0.35700000000000004,0,0,,2,7,0.28600000000000003,1,5,0.2,1,2,0.5,1,3.7,4,14.4,5,9.1,2,8.7,0,0.0,0,0.0,2,22.2,12.8,-0.1,0.0,0.0,-0.063,-8.4,-0.1,0.35700000000000004,6
135,Sterling Brown\brownst02,SG,22,MIL,54,4,776,217,0.503,21,24,0.875,82,205,0.4,32,91,0.35200000000000004,50,114,0.439,27,4.1,116,17.5,143,10.8,25,4.5,31,2.0,13,1.4,25,10.4,14.0,0.0,0.7,0.7,0.043,-4.0,-0.4,0.478,80
136,Nicolas Brussino\brussni01,SF,24,ATL,4,0,10,0,0.0,0,0,,0,2,0.0,0,2,0.0,0,0,,0,0.0,3,33.5,3,16.7,0,0.0,0,0.0,0,0.0,0,0.0,8.7,0.0,0.0,0.0,-0.18,-18.5,0.0,0.0,0
137,Thomas Bryant\bryanth01,C,20,LAL,15,0,72,22,0.441,5,9,0.556,8,21,0.381,1,10,0.1,7,11,0.636,3,4.5,14,20.6,17,12.6,6,11.5,1,0.7,2,2.3,2,7.4,15.9,0.0,0.1,0.1,0.05,-4.2,0.0,0.405,6
138,Reggie Bullock\bullore01,SF,26,DET,62,52,1732,698,0.615,39,49,0.7959999999999999,267,546,0.489,125,281,0.445,142,265,0.536,27,1.7,127,8.3,154,4.9,95,8.4,47,1.4,13,0.7,47,7.6,15.7,2.8,1.4,4.2,0.11699999999999999,0.7,1.2,0.603,70
139,Trey Burke\burketr01,PG,25,NYK,36,9,785,461,0.563,37,57,0.649,193,384,0.503,38,105,0.36200000000000004,155,279,0.556,13,1.8,58,8.2,71,5.0,170,36.4,24,1.5,4,0.4,43,9.5,25.1,2.0,0.3,2.4,0.145,1.0,0.6,0.552,43
140,Alec Burks\burksal01,SG,26,UTA,64,1,1059,494,0.527,107,124,0.863,170,414,0.41100000000000003,47,142,0.331,123,272,0.452,19,2.1,173,18.4,192,10.3,67,10.0,37,1.8,8,0.6,60,11.4,22.5,0.2,1.6,1.9,0.084,-2.8,-0.2,0.467,75
141,Jimmy Butler\butleji01,SG,28,MIN,59,59,2164,1307,0.59,363,425,0.8540000000000001,437,921,0.474,70,200,0.35,367,721,0.509,79,4.2,235,12.7,314,8.4,288,20.6,116,2.7,24,1.0,108,8.9,24.9,7.1,1.8,8.9,0.198,5.0,3.8,0.512,78
142,Dwight Buycks\buyckdw01,PG,28,DET,29,0,427,215,0.498,36,41,0.878,82,198,0.414,15,45,0.33299999999999996,67,153,0.43799999999999994,12,3.0,29,7.7,41,5.3,59,22.4,19,2.2,2,0.4,39,15.3,26.4,-0.2,0.4,0.2,0.027000000000000003,-4.3,-0.2,0.452,39
143,Bruno Caboclo\cabocbr01,SF,22,TOT,12,0,107,26,0.386,5,6,0.833,9,31,0.29,3,17,0.17600000000000002,6,14,0.429,7,7.1,15,16.6,22,11.7,4,6.3,3,1.4,4,3.5,4,10.6,15.8,-0.1,0.1,0.0,-0.017,-4.9,-0.1,0.33899999999999997,8
144,Bruno Caboclo\cabocbr01,SF,22,TOT,12,0,107,0,0.386,0,0,,0,2,0.0,0,2,0.0,0,0,,0,7.1,1,16.6,1,11.7,1,6.3,1,1.4,0,3.5,0,10.6,15.8,-0.1,0.1,0.0,-0.017,-4.9,-0.1,0.0,1
145,Bruno Caboclo\cabocbr01,SF,22,TOT,12,0,107,26,0.386,5,6,0.833,9,29,0.31,3,15,0.2,6,14,0.429,7,7.1,14,16.6,21,11.7,3,6.3,2,1.4,4,3.5,4,10.6,15.8,-0.1,0.1,0.0,-0.017,-4.9,-0.1,0.36200000000000004,7
146,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,7,26,0.0,5,6,0.833,9,31,0.29,3,17,0.17600000000000002,6,14,0.429,7,0.0,15,15.7,22,8.0,4,16.7,3,7.0,4,0.0,4,0.0,12.5,0.0,0.0,0.0,-0.113,-2.4,0.0,0.33899999999999997,8
147,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,7,0,0.0,0,0,,0,2,0.0,0,2,0.0,0,0,,0,0.0,1,15.7,1,8.0,1,16.7,1,7.0,0,0.0,0,0.0,12.5,0.0,0.0,0.0,-0.113,-2.4,0.0,0.0,1
148,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,7,26,0.0,5,6,0.833,9,29,0.31,3,15,0.2,6,14,0.429,7,0.0,14,15.7,21,8.0,3,16.7,2,7.0,4,0.0,4,0.0,12.5,0.0,0.0,0.0,-0.113,-2.4,0.0,0.36200000000000004,7
149,Bruno Caboclo\cabocbr01,SF,22,SAC,10,0,100,26,0.41100000000000003,5,6,0.833,9,31,0.29,3,17,0.17600000000000002,6,14,0.429,7,7.6,15,16.6,22,12.0,4,5.6,3,1.0,4,3.8,4,11.2,16.0,-0.1,0.1,0.0,-0.01,-5.0,-0.1,0.33899999999999997,8
150,Bruno Caboclo\cabocbr01,SF,22,SAC,10,0,100,0,0.41100000000000003,0,0,,0,2,0.0,0,2,0.0,0,0,,0,7.6,1,16.6,1,12.0,1,5.6,1,1.0,0,3.8,0,11.2,16.0,-0.1,0.1,0.0,-0.01,-5.0,-0.1,0.0,1
151,Bruno Caboclo\cabocbr01,SF,22,SAC,10,0,100,26,0.41100000000000003,5,6,0.833,9,29,0.31,3,15,0.2,6,14,0.429,7,7.6,14,16.6,21,12.0,3,5.6,2,1.0,4,3.8,4,11.2,16.0,-0.1,0.1,0.0,-0.01,-5.0,-0.1,0.36200000000000004,7
152,Jose Calderon\caldejo01,PG,36,CLE,57,32,914,255,0.643,24,30,0.8,93,185,0.503,45,97,0.46399999999999997,48,88,0.545,14,1.7,70,8.5,84,5.2,117,17.4,27,1.4,2,0.2,41,17.1,11.6,1.5,0.3,1.8,0.095,-1.9,0.0,0.624,81
153,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,74,74,2458,992,0.561,153,194,0.789,340,798,0.426,159,415,0.38299999999999995,181,383,0.473,60,2.6,327,14.1,387,8.4,162,9.4,106,2.1,16,0.5,97,9.9,16.9,2.6,2.7,5.3,0.10300000000000001,1.0,1.9,0.526,145
154,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,1,422,172,0.539,46,51,0.902,52,137,0.38,22,66,0.33299999999999996,30,71,0.423,6,1.5,39,10.0,45,5.7,76,26.7,16,1.8,1,0.2,29,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,-2.4,0.0,0.46,36
155,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,0,422,0,0.539,0,0,,0,1,0.0,0,0,,0,1,0.0,0,1.5,1,10.0,1,5.7,0,26.7,0,1.8,0,0.2,0,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,-2.4,0.0,0.0,0
156,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,1,422,172,0.539,46,51,0.902,52,136,0.382,22,66,0.33299999999999996,30,70,0.429,6,1.5,38,10.0,44,5.7,76,26.7,16,1.8,1,0.2,29,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,-2.4,0.0,0.46299999999999997,36
157,Isaiah Canaan\canaais01,SG,26,HOU,1,1,4,172,0.0,46,51,0.902,52,137,0.38,22,66,0.33299999999999996,30,71,0.423,6,0.0,39,27.9,45,14.1,76,0.0,16,0.0,1,0.0,29,0.0,11.0,0.0,0.0,0.0,-0.22399999999999998,-21.2,0.0,0.46,36
158,Isaiah Canaan\canaais01,SG,26,HOU,1,0,4,0,0.0,0,0,,0,1,0.0,0,0,,0,1,0.0,0,0.0,1,27.9,1,14.1,0,0.0,0,0.0,0,0.0,0,0.0,11.0,0.0,0.0,0.0,-0.22399999999999998,-21.2,0.0,0.0,0
159,Isaiah Canaan\canaais01,SG,26,HOU,1,1,4,172,0.0,46,51,0.902,52,136,0.382,22,66,0.33299999999999996,30,70,0.429,6,0.0,38,27.9,44,14.1,76,0.0,16,0.0,1,0.0,29,0.0,11.0,0.0,0.0,0.0,-0.22399999999999998,-21.2,0.0,0.46299999999999997,36
160,Isaiah Canaan\canaais01,PG,26,PHO,19,1,418,172,0.5429999999999999,46,51,0.902,52,137,0.38,22,66,0.33299999999999996,30,71,0.423,6,1.5,39,9.9,45,5.6,76,26.9,16,1.8,1,0.2,29,15.5,19.0,0.5,0.1,0.7,0.075,-2.2,0.0,0.46,36
161,Isaiah Canaan\canaais01,PG,26,PHO,19,0,418,0,0.5429999999999999,0,0,,0,1,0.0,0,0,,0,1,0.0,0,1.5,1,9.9,1,5.6,0,26.9,0,1.8,0,0.2,0,15.5,19.0,0.5,0.1,0.7,0.075,-2.2,0.0,0.0,0
162,Isaiah Canaan\canaais01,PG,26,PHO,19,1,418,172,0.5429999999999999,46,51,0.902,52,136,0.382,22,66,0.33299999999999996,30,70,0.429,6,1.5,38,9.9,44,5.6,76,26.9,16,1.8,1,0.2,29,15.5,19.0,0.5,0.1,0.7,0.075,-2.2,0.0,0.46299999999999997,36
163,Clint Capela\capelca01,C,23,HOU,74,74,2034,1026,0.65,144,257,0.56,441,676,0.652,0,1,0.0,441,675,0.653,241,13.5,561,30.8,802,22.2,68,5.7,58,1.4,137,5.7,103,11.5,19.4,6.2,4.1,10.2,0.242,3.0,2.6,0.652,185
164,DeMarre Carroll\carrode01,SF,31,BRK,73,73,2180,983,0.55,188,246,0.764,325,785,0.414,145,391,0.371,180,394,0.457,105,5.1,374,18.4,479,11.7,147,10.5,59,1.3,30,1.0,103,10.3,19.8,2.3,1.8,4.1,0.091,0.2,1.2,0.506,165
165,Vince Carter\cartevi01,SF,41,SAC,58,5,1026,313,0.523,28,37,0.757,114,283,0.40299999999999997,57,165,0.345,57,118,0.483,18,1.9,130,15.1,148,8.2,69,9.7,42,2.1,26,2.4,36,10.7,14.7,0.3,0.9,1.2,0.055999999999999994,-1.1,0.2,0.504,96
166,Michael Carter-Williams\cartemi01,PG,26,CHO,52,2,835,239,0.446,73,89,0.82,76,229,0.332,14,59,0.237,62,170,0.365,37,4.7,101,13.3,138,8.9,116,19.4,44,2.6,23,2.3,52,16.2,16.6,-0.2,1.1,0.9,0.05,-0.6,0.3,0.36200000000000004,99
167,Alex Caruso\carusal01,PG,23,LAL,37,7,562,134,0.519,21,30,0.7,50,116,0.431,13,43,0.302,37,73,0.507,15,2.9,50,9.4,65,6.2,75,17.8,23,2.0,10,1.4,42,24.5,12.9,-0.1,0.6,0.5,0.040999999999999995,-2.9,-0.1,0.48700000000000004,52
168,Omri Casspi\casspom01,SF,29,GSW,53,7,740,300,0.632,50,69,0.725,120,207,0.58,10,22,0.455,110,185,0.595,30,4.9,170,24.0,200,15.1,51,9.5,18,1.2,19,2.0,37,13.5,16.3,1.2,1.0,2.2,0.14,-1.4,0.1,0.604,71
169,Willie Cauley-Stein\caulewi01,C,24,SAC,73,58,2044,932,0.529,153,247,0.619,388,773,0.502,3,12,0.25,385,761,0.506,131,7.0,379,22.0,510,14.2,172,13.7,77,1.9,67,3.1,109,11.0,21.8,1.7,2.2,3.9,0.092,0.4,1.2,0.504,185
170,Tyler Cavanaugh\cavanty01,PF,23,ATL,39,1,518,183,0.5670000000000001,17,21,0.81,67,152,0.441,32,89,0.36,35,63,0.556,45,9.7,82,17.7,127,13.7,27,7.8,9,0.8,4,0.7,14,8.0,14.8,0.9,0.3,1.2,0.109,-1.0,0.1,0.546,61
171,Mario Chalmers\chalmma01,PG,31,MEM,66,10,1421,507,0.503,118,138,0.855,168,443,0.379,53,191,0.27699999999999997,115,252,0.456,13,1.0,144,12.0,157,6.4,197,21.5,79,2.8,14,0.9,117,18.8,19.6,-0.6,1.3,0.6,0.021,-2.7,-0.3,0.439,179
172,Tyson Chandler\chandty01,C,35,PHO,46,46,1151,300,0.6579999999999999,58,93,0.624,121,187,0.647,0,0,,121,187,0.647,134,12.2,284,26.8,418,19.4,53,6.6,16,0.7,27,1.9,59,20.5,10.6,1.9,0.8,2.7,0.111,-0.3,0.5,0.647,106
173,Wilson Chandler\chandwi01,SF,30,DEN,74,71,2346,738,0.542,88,114,0.772,281,631,0.445,88,246,0.358,193,385,0.501,102,4.9,296,14.1,398,9.6,159,9.5,43,0.9,39,1.4,92,11.9,14.3,2.1,1.2,3.3,0.067,-0.9,0.6,0.515,156
174,Marquese Chriss\chrisma01,PF,20,PHO,72,49,1527,556,0.509,96,158,0.608,202,477,0.423,56,190,0.295,146,287,0.509,76,5.2,319,22.7,395,13.8,83,8.1,51,1.6,70,3.7,107,16.4,18.1,-0.8,1.5,0.7,0.023,-2.0,0.0,0.48200000000000004,205
175,Ian Clark\clarkia01,SG,26,NOP,74,2,1455,551,0.529,45,59,0.763,222,495,0.44799999999999995,62,195,0.318,160,300,0.5329999999999999,10,0.8,117,8.4,127,4.7,110,10.4,33,1.1,10,0.5,57,9.9,17.2,0.3,0.8,1.1,0.037000000000000005,-3.9,-0.7,0.511,120
176,Jordan Clarkson\clarkjo01,SG,25,TOT,81,2,1888,1124,0.542,152,190,0.8,430,954,0.451,112,318,0.35200000000000004,318,636,0.5,57,3.3,160,9.1,217,6.2,221,19.3,58,1.5,6,0.3,127,10.9,26.5,1.9,1.2,3.0,0.077,-1.9,0.1,0.509,107
